Post ID,platform_id,sentiment_id,Post Type,Post Timestamp,Post Content,Post Hour,Post Minute
15491,2,3,Video,2024-12-18 17:18:00,Operation image record responsibility sort bed worry end.,17,18
15493,4,1,Link,2024-12-18 13:16:30,Position the sport thus grow see west.,13,16
15494,3,2,Link,2024-12-18 04:00:48,Baby entire media including.,4,0
15495,4,1,Image,2024-12-18 09:41:12,Phone will house point so budget simple.,9,41
15504,1,3,Video,2024-12-18 14:18:30,Political door education real last.,14,18
15506,4,2,Video,2024-12-18 07:52:12,Forward its improve budget born.,7,52
15513,3,1,Video,2024-12-18 20:31:06,Remember join doctor spring physical.,20,31
15514,1,1,Video,2024-12-18 16:05:12,Look three open floor person.,16,5
15515,4,1,Link,2024-12-18 20:49:24,Tell number them reality crime kitchen Mr old.,20,49
15518,4,2,Video,2024-12-18 06:08:48,Occur one language second.,6,8
15521,1,1,Link,2024-12-18 12:17:48,Increase water sense wide wait.,12,17
15522,2,1,Image,2024-12-18 10:10:54,Policy himself kitchen single produce believe around.,10,10
15524,1,1,Video,2024-12-18 00:47:42,Alone law toward almost.,0,47
15526,2,1,Link,2024-12-18 17:42:24,Put this allow sea.,17,42
15531,2,1,Link,2024-12-18 18:28:54,Why quality color thousand senior free wish.,18,28
15532,4,1,Video,2024-12-18 14:27:06,Entire military quickly because hair office response.,14,27
15535,2,1,Image,2024-12-18 05:10:12,Receive past even think space sound that outside.,5,10
15537,1,2,Image,2024-12-18 19:10:00,Later about expert soon.,19,10
15545,2,1,Video,2024-12-18 10:52:48,Responsibility pass finish head surface truth remember.,10,52
15550,1,1,Video,2024-12-18 19:23:18,Former market far a.,19,23
15554,3,1,Link,2024-12-18 22:57:54,Method piece herself early everyone per.,22,57
15557,3,1,Video,2024-12-18 07:12:06,Society political recently entire firm degree.,7,12
15558,4,3,Image,2024-12-18 22:57:06,Buy day effect reach.,22,57
15560,3,1,Video,2024-12-18 10:03:30,Table color since cost.,10,3
15561,3,1,Video,2024-12-18 16:57:24,Indeed ground sing yard time director.,16,57
15568,1,1,Link,2024-12-18 21:34:54,Sit born this another room.,21,34
15569,4,1,Video,2024-12-18 08:38:12,Where amount statement look three.,8,38
15571,4,1,Image,2024-12-18 11:50:06,Without left brother yeah.,11,50
15573,2,1,Link,2024-12-18 21:38:48,State institution rather thus.,21,38
15574,2,1,Image,2024-12-18 16:02:24,Force pressure challenge him.,16,2
15576,2,2,Image,2024-12-18 20:13:12,Official central partner.,20,13
15577,1,2,Video,2024-12-18 22:13:54,Manage under image strategy large nation education.,22,13
15579,4,1,Image,2024-12-18 11:25:36,Author add involve hot.,11,25
15580,3,1,Link,2024-12-18 12:27:18,Relationship wonder spring executive individual thousand data.,12,27
15582,2,2,Video,2024-12-18 05:03:42,Check to executive professor thing similar should.,5,3
15583,4,2,Link,2024-12-18 09:59:30,Technology cup read language season nation.,9,59
15584,3,1,Image,2024-12-18 03:09:54,I movement be number.,3,9
15585,1,3,Link,2024-12-18 14:08:12,Edge management population some.,14,8
15586,3,2,Video,2024-12-18 11:32:42,Future whom opportunity physical tell.,11,32
15591,4,2,Video,2024-12-18 05:33:24,Develop whole here camera young age.,5,33
15592,4,1,Image,2024-12-18 05:06:30,Risk than would behavior fill military certain.,5,6
15594,1,1,Link,2024-12-18 20:15:12,Audience author still herself speak several.,20,15
15595,3,1,Video,2024-12-18 06:28:54,Adult board point see environmental.,6,28
15596,2,1,Video,2024-12-18 15:41:54,Run husband American Congress step room where far.,15,41
15597,3,1,Video,2024-12-18 10:03:00,Along trial protect individual news.,10,3
15598,3,1,Video,2024-12-18 13:36:12,Why woman worker coach against.,13,36
15599,4,2,Link,2024-12-18 23:15:54,Identify father senior director measure big.,23,15
15603,2,1,Video,2024-12-18 02:59:06,Because rather provide.,2,59
15604,3,1,Link,2024-12-18 00:35:06,Line dinner free source difference capital energy.,0,35
15607,2,1,Image,2024-12-18 07:10:12,Whose himself without country blood book fill.,7,10
15609,4,2,Image,2024-12-18 17:10:24,Too receive together effort news whatever couple.,17,10
15610,4,1,Image,2024-12-18 14:03:06,Simply west drug.,14,3
15612,4,1,Link,2024-12-18 04:30:12,Rock important true.,4,30
15613,2,1,Link,2024-12-18 09:22:36,Night open will success.,9,22
15616,2,2,Image,2024-12-18 11:58:54,Hospital little along ground piece.,11,58
15620,4,1,Link,2024-12-18 14:13:12,Pull should pretty owner almost by.,14,13
15625,1,3,Image,2024-12-18 19:59:30,Provide involve food effect this executive accept.,19,59
15630,1,1,Link,2024-12-18 04:47:06,Turn too purpose he fast.,4,47
15636,2,2,Video,2024-12-18 04:01:18,System suddenly day news accept.,4,1
15644,4,1,Link,2024-12-18 13:26:00,Difference only season someone raise region can.,13,26
15645,4,1,Link,2024-12-18 02:43:24,Thus child deal.,2,43
15649,1,2,Link,2024-12-18 11:10:54,Artist miss put focus street.,11,10
15653,3,1,Link,2024-12-18 18:31:54,Study sister audience rate.,18,31
15655,1,1,Link,2024-12-18 21:29:54,Thousand bar avoid once political participant.,21,29
15656,3,1,Video,2024-12-18 04:46:42,Leader interest call contain thing find water single.,4,46
15657,3,1,Video,2024-12-18 22:25:06,Success report boy soldier these one.,22,25
15658,2,1,Link,2024-12-18 13:59:42,Eat voice politics cut my every.,13,59
15660,3,1,Image,2024-12-18 16:25:54,Baby conference true explain along respond image.,16,25
15662,2,1,Image,2024-12-18 13:17:54,Way receive lose list address program page.,13,17
15667,1,1,Image,2024-12-18 13:35:54,Federal indicate mission medical before else.,13,35
15671,3,2,Link,2024-12-18 05:23:48,Fill man almost former occur member.,5,23
15674,4,1,Image,2024-12-18 04:34:36,Almost present value so social why while.,4,34
15675,2,1,Video,2024-12-18 21:48:12,Reach exactly perform participant model parent man.,21,48
15678,2,1,Image,2024-12-18 20:52:18,Win open speech child.,20,52
15679,2,3,Video,2024-12-18 12:18:30,Chair hour evidence trade record size.,12,18
15686,4,2,Video,2024-12-18 10:35:24,Son onto ok room drive people up focus.,10,35
15688,2,1,Image,2024-12-18 18:34:54,Threat player court later pressure him.,18,34
15689,3,1,Link,2024-12-18 14:44:48,President tend baby what and happen.,14,44
15693,3,2,Video,2024-12-18 06:50:30,Degree strategy everybody.,6,50
15696,1,2,Link,2024-12-18 07:29:24,Billion season wide say.,7,29
15698,4,1,Link,2024-12-18 13:54:06,Mrs point question property off.,13,54
15701,1,2,Image,2024-12-18 07:27:42,Five floor stand suddenly political girl.,7,27
15702,3,1,Image,2024-12-18 00:04:42,Nice lose piece economic central cup determine fall.,0,4
15709,3,1,Image,2024-12-18 18:30:00,Dream country throw sign man create lawyer although.,18,30
15721,2,1,Link,2024-12-18 21:59:00,Operation strategy little attorney leave house seek.,21,59
15724,3,1,Image,2024-12-18 12:19:18,Statement foreign future able among.,12,19
15726,4,3,Link,2024-12-18 04:33:06,Kind put grow contain real three family.,4,33
15732,1,1,Image,2024-12-18 19:23:54,Expect part second rather foot but.,19,23
15734,1,1,Link,2024-12-18 03:01:54,Memory animal message cover.,3,1
15739,3,1,Image,2024-12-18 01:18:00,Money employee attention suddenly audience.,1,18
15743,1,1,Link,2024-12-18 03:07:24,Factor side star new my tell.,3,7
15747,3,2,Video,2024-12-18 18:08:54,Simply listen ground teacher suddenly.,18,8
15750,3,1,Link,2024-12-18 08:51:54,Radio floor conference its always.,8,51
15751,2,2,Video,2024-12-18 11:28:06,Economy history film control fast benefit.,11,28
15752,1,1,Video,2024-12-18 14:25:18,Present final fly perhaps.,14,25
15755,4,1,Image,2024-12-18 22:13:12,Rather own whether customer voice.,22,13
15757,4,1,Link,2024-12-18 05:40:48,Computer specific top forward.,5,40
15758,2,1,Image,2024-12-18 00:24:54,Cold bill area carry myself.,0,24
15763,3,1,Video,2024-12-18 15:50:42,Far ahead student call authority financial home.,15,50
15765,1,1,Link,2024-12-18 15:02:36,Week guy style pay across action attention career.,15,2
15766,2,1,Link,2024-12-18 01:07:24,Common win window another oil television drive government.,1,7
15768,4,1,Image,2024-12-18 20:32:42,Even leader including want give sort new.,20,32
15770,4,1,Image,2024-12-18 02:35:54,Beautiful during control another today become century prove.,2,35
15771,3,3,Link,2024-12-18 17:49:24,Leave next really push.,17,49
15772,4,1,Video,2024-12-18 17:33:30,Season about avoid arrive.,17,33
15778,3,1,Video,2024-12-18 06:08:06,Campaign art not experience author interview report.,6,8
15780,4,1,Image,2024-12-18 20:20:48,Relate those opportunity yourself.,20,20
15782,1,1,Image,2024-12-18 03:08:30,Box already hand adult history plant change actually.,3,8
15785,2,2,Link,2024-12-18 03:47:54,Add truth drug line.,3,47
15789,4,1,Video,2024-12-18 20:03:12,Herself surface the month clear build who.,20,3
15793,3,1,Image,2024-12-18 00:15:54,History chance adult wait civil probably model loss.,0,15
15795,2,1,Link,2024-12-18 23:10:30,Unit left agree grow.,23,10
15797,1,2,Link,2024-12-18 09:32:12,Finish medical check reveal difference long recent.,9,32
15799,1,1,Link,2024-12-18 15:48:06,Concern military member visit property.,15,48
15802,1,2,Image,2024-12-18 00:47:30,Finally media paper machine again trial.,0,47
15806,4,3,Video,2024-12-18 06:07:36,Employee whole sense star these today.,6,7
15808,2,1,Video,2024-12-18 18:39:30,Adult pattern feel PM bill treat.,18,39
15809,4,2,Image,2024-12-18 08:02:42,Already possible meeting participant possible.,8,2
15811,2,3,Video,2024-12-18 10:28:42,South grow father less.,10,28
15812,1,1,Link,2024-12-18 10:39:42,Something bring provide amount consumer under.,10,39
15818,1,1,Link,2024-12-18 22:28:06,With wide he respond.,22,28
15820,2,1,Image,2024-12-18 20:06:42,Color edge court on they baby service outside.,20,6
15827,2,2,Link,2024-12-18 20:39:36,Charge ago gun building challenge.,20,39
15841,3,3,Image,2024-12-18 19:36:18,Talk team already become later.,19,36
15842,3,3,Image,2024-12-18 19:03:24,Strategy film hear develop letter Democrat.,19,3
15844,2,1,Image,2024-12-18 22:48:30,Dinner standard adult suffer plan nation position.,22,48
15854,1,1,Link,2024-12-18 08:01:30,Bed yet against film party hair us.,8,1
15858,4,3,Link,2024-12-18 20:38:36,Leg around heart agency sort.,20,38
15859,2,2,Image,2024-12-18 20:09:24,Skill toward rise tend.,20,9
15862,3,3,Image,2024-12-18 05:26:48,Fall look plan language walk level.,5,26
15863,4,2,Video,2024-12-18 06:41:42,Door add above process few better.,6,41
15868,1,1,Link,2024-12-18 23:51:06,Contain television draw with.,23,51
15869,3,1,Link,2024-12-18 02:25:00,Rock government ready out too direction front against.,2,25
15871,3,1,Image,2024-12-18 08:09:12,Close authority local drug statement Mrs.,8,9
15875,1,1,Image,2024-12-18 19:12:36,Benefit provide identify before catch beat.,19,12
15879,2,1,Image,2024-12-18 21:19:54,Issue product past begin nothing whole model.,21,19
15880,1,1,Video,2024-12-18 12:50:48,Thank seven raise sister.,12,50
15888,3,1,Link,2024-12-18 07:59:54,Pretty thought account rock.,7,59
15891,1,1,Image,2024-12-18 06:59:24,Establish decision both home according early.,6,59
15894,4,1,Image,2024-12-18 11:11:48,Serious wear dark eight guess clearly stock hear.,11,11
15895,3,3,Image,2024-12-18 09:19:42,Sport process hotel fight difficult ever power number.,9,19
15899,1,1,Image,2024-12-18 18:42:24,Edge himself network choice police.,18,42
15902,4,1,Link,2024-12-18 04:41:42,Lead day under industry peace sort foreign.,4,41
15906,2,2,Video,2024-12-18 17:12:12,Easy bring sense direction.,17,12
15907,3,3,Image,2024-12-18 11:33:36,Draw rate raise blue.,11,33
15908,4,2,Link,2024-12-18 17:14:54,Fund home third song.,17,14
15909,1,1,Link,2024-12-18 11:41:00,Reveal wife sell.,11,41
15913,4,1,Link,2024-12-18 08:52:12,Not room vote national loss town.,8,52
15917,3,1,Video,2024-12-18 10:50:36,Author million center information trial.,10,50
15923,4,2,Video,2024-12-18 07:57:24,First property image whose while.,7,57
15930,3,3,Video,2024-12-18 07:16:36,Class rather top threat pattern marriage recognize.,7,16
15931,3,2,Video,2024-12-18 06:05:12,Large nature option sense such.,6,5
15936,4,3,Image,2024-12-18 12:32:48,Enjoy between let charge role face baby heavy.,12,32
15939,1,1,Image,2024-12-18 18:51:42,Manager likely find during wonder.,18,51
15942,1,1,Image,2024-12-18 15:22:54,Yes night decade sister understand know.,15,22
15943,3,1,Link,2024-12-18 07:59:42,Soon final yeah now remain economic forward.,7,59
15947,3,1,Video,2024-12-18 13:32:36,Music similar design special this.,13,32
15950,2,1,Image,2024-12-18 06:14:54,His animal bank easy.,6,14
15951,2,1,Video,2024-12-18 23:54:06,Senior identify book budget.,23,54
15955,3,2,Video,2024-12-18 23:51:54,West two risk hotel shake.,23,51
15957,4,3,Image,2024-12-18 13:18:54,Ready respond edge them compare already life.,13,18
15963,2,1,Link,2024-12-18 13:22:54,Exactly result set method note enter wish.,13,22
15970,1,3,Image,2024-12-18 22:04:24,Everything type technology already.,22,4
15976,3,1,Video,2024-12-18 16:05:48,Bank want hard recent though drop decision pull.,16,5
15978,2,1,Link,2024-12-18 08:15:42,Summer strategy standard despite young society.,8,15
15980,3,2,Link,2024-12-18 15:59:06,Station begin maintain give tax hold even.,15,59
15983,3,3,Video,2024-12-18 16:12:54,Reveal apply scene.,16,12
15989,3,1,Video,2024-12-18 16:08:18,Simply fund while sing reality.,16,8
15991,1,1,Video,2024-12-18 16:11:06,Little chance section return.,16,11
15993,1,1,Link,2024-12-18 18:29:06,Instead every gun.,18,29
15994,4,1,Video,2024-12-18 11:55:12,Religious oil he edge few in.,11,55
15995,2,3,Image,2024-12-18 00:56:18,Especially according her thus.,0,56
15996,4,1,Link,2024-12-18 08:12:30,Training support take simple court place happy.,8,12
15997,2,1,Video,2024-12-18 17:58:30,We ready movie here southern same require deal.,17,58
15998,3,2,Video,2024-12-18 22:35:06,Improve present fear.,22,35
15999,4,1,Link,2024-12-18 05:08:06,Gas phone usually material house manager employee.,5,8
16004,2,1,Link,2024-12-18 13:05:12,Nothing table who detail local chair.,13,5
16005,1,3,Image,2024-12-18 17:07:06,Power better dream eye yeah.,17,7
16009,1,1,Link,2024-12-18 02:42:30,Probably development too agency consider.,2,42
16012,3,2,Video,2024-12-18 23:57:54,Institution occur wrong pick page call.,23,57
16014,4,1,Link,2024-12-18 13:29:18,Structure cut change direction certain past.,13,29
16015,1,3,Link,2024-12-18 09:37:30,Hotel ever top.,9,37
16017,1,2,Video,2024-12-18 21:41:54,Draw smile special full.,21,41
16020,4,1,Video,2024-12-18 23:49:36,Green artist establish method sister reflect.,23,49
16023,1,3,Image,2024-12-18 02:37:48,Part project alone board current off far area.,2,37
16025,2,3,Link,2024-12-18 13:53:12,Fly cause investment land.,13,53
16026,1,1,Video,2024-12-18 16:12:24,With goal me degree sit.,16,12
16027,3,3,Image,2024-12-18 07:45:48,Decade on thousand every your.,7,45
16030,4,3,Video,2024-12-18 17:29:18,Role away teach prepare one build capital.,17,29
16033,1,2,Image,2024-12-18 02:40:36,Cover professional join policy energy media investment.,2,40
16036,1,2,Video,2024-12-18 22:55:48,Half carry top for red one least fall.,22,55
16038,3,1,Link,2024-12-18 20:53:18,Book size third.,20,53
16041,4,1,Link,2024-12-18 06:04:24,Hard know whose.,6,4
16043,1,1,Image,2024-12-18 02:35:42,Red pass card cover.,2,35
16051,3,1,Video,2024-12-18 04:30:18,Woman student believe father.,4,30
16052,3,3,Video,2024-12-18 15:30:12,First live view letter.,15,30
16055,1,1,Link,2024-12-18 03:05:54,He stage not war worry manager right.,3,5
16058,4,2,Link,2024-12-18 16:38:54,Article seven throughout prevent account.,16,38
16060,1,1,Image,2024-12-18 07:57:36,Choice owner black several.,7,57
16068,2,1,Image,2024-12-18 16:05:12,Deal power air do throughout force drop father.,16,5
16070,4,3,Link,2024-12-18 08:07:06,Story which level wide method upon.,8,7
16076,2,1,Image,2024-12-18 16:01:12,Character increase mean contain whatever thank also others.,16,1
16077,3,1,Link,2024-12-18 14:27:42,How home form evidence trouble fill around.,14,27
16079,2,1,Link,2024-12-18 07:51:18,Control school rich structure yet summer to.,7,51
16080,1,1,Link,2024-12-18 04:53:12,Green law director performance.,4,53
16081,3,1,Image,2024-12-18 07:02:12,Pull her sure else this PM.,7,2
16082,2,1,Link,2024-12-18 08:57:42,At face summer rich least again standard.,8,57
16085,1,1,Video,2024-12-18 07:41:42,Alone into fast not fact clear south.,7,41
16086,4,2,Video,2024-12-18 23:37:36,Sign we agreement center truth.,23,37
16087,1,2,Link,2024-12-18 04:23:24,Itself increase fall.,4,23
16088,2,1,Image,2024-12-18 10:36:18,Face course million become skill operation yet dinner.,10,36
16091,3,1,Link,2024-12-18 23:01:36,Face suddenly whose concern reflect list word.,23,1
16093,2,1,Link,2024-12-18 21:54:54,High approach wide heavy organization.,21,54
16095,3,3,Image,2024-12-18 12:16:54,Include dream capital writer face.,12,16
16097,4,2,Link,2024-12-18 03:05:12,Memory these him enjoy.,3,5
16098,1,2,Image,2024-12-18 22:43:06,Sort specific everyone because effort.,22,43
16102,3,3,Link,2024-12-18 18:28:54,Close manager major true each.,18,28
16108,3,3,Image,2024-12-18 07:06:06,Walk themselves than during central scientist.,7,6
