audience_id,Audience Gender,Audience Age,Audience Location,Audience Interests
3465,Female,63,China,usually
3466,Female,50,Rwanda,activity
3467,Other,63,Belize,north
3468,Female,52,Tuvalu,top
3469,Male,48,China,sea
3470,Other,62,Latvia,her
3471,Female,31,Northern Mariana Islands,what
3472,Female,43,Saint Lucia,see
3473,Female,65,Guatemala,truth
3474,Male,21,Saint Lucia,beat
3475,Female,34,San Marino,figure
3476,Other,18,Montenegro,performance
3477,Male,47,Lesotho,left
3478,Other,61,Liberia,inside
3479,Female,26,Haiti,glass
3480,Male,39,Nauru,success
3481,Male,49,San Marino,wish
3482,Male,31,Djibouti,wish
3483,Other,59,Belgium,different
3484,Male,65,Andorra,challenge
3485,Female,28,Portugal,participant
3486,Male,44,Peru,board
3487,Female,25,Myanmar,book
3488,Other,51,Mozambique,knowledge
3489,Male,38,Myanmar,degree
3490,Male,37,Netherlands,ready
3491,Female,55,Sierra Leone,cut
3492,Male,64,Equatorial Guinea,deal
3493,Male,29,Sri Lanka,bring
3494,Female,58,Morocco,source
3495,Female,25,Saint Kitts and Nevis,red
3496,Male,52,Palestinian Territory,significant
3497,Male,23,Suriname,want
3498,Male,58,Chad,man
3499,Other,62,Puerto Rico,figure
3500,Female,45,United Kingdom,blue
3501,Other,50,Liechtenstein,himself
3502,Female,48,Oman,number
3503,Male,65,New Caledonia,wish
3504,Female,45,Senegal,to
3505,Female,40,United States Minor Outlying Islands,air
3506,Male,26,French Guiana,work
3507,Male,44,Malawi,reflect
3508,Male,25,Botswana,science
3509,Male,63,Azerbaijan,money
3510,Other,33,Estonia,real
3511,Other,24,Zambia,blood
3512,Other,24,Guam,hour
3513,Female,61,Brunei Darussalam,maybe
3514,Male,57,Martinique,consumer
3515,Other,45,Tajikistan,little
3516,Male,63,Estonia,positive
3517,Male,58,Dominica,if
3518,Female,37,Gabon,something
3519,Male,61,Timor-Leste,spring
3520,Male,28,Antigua and Barbuda,ago
3521,Male,43,Mayotte,difference
3522,Male,31,Mongolia,point
3523,Female,56,South Georgia and the South Sandwich Islands,yourself
3524,Male,31,Faroe Islands,serious
3525,Other,40,Saint Kitts and Nevis,begin
3526,Female,38,Gabon,Mrs
3527,Female,41,South Georgia and the South Sandwich Islands,term
3528,Other,21,Nicaragua,business
3529,Other,59,Australia,among
3530,Female,49,Italy,too
3531,Female,62,Swaziland,choice
3532,Female,29,New Zealand,hear
3533,Female,35,Swaziland,fight
3534,Other,18,Tokelau,throw
3535,Male,34,Heard Island and McDonald Islands,computer
3536,Male,18,Seychelles,end
3537,Female,65,Spain,mother
3538,Other,24,Cameroon,focus
3539,Male,54,British Virgin Islands,surface
3540,Male,54,Senegal,stand
3541,Female,26,Afghanistan,establish
3542,Other,55,France,yourself
3543,Male,58,Mongolia,article
3544,Male,22,British Virgin Islands,as
3545,Other,48,Myanmar,follow
3546,Male,24,Puerto Rico,financial
3547,Female,24,Namibia,science
3548,Male,51,Spain,modern
3549,Female,28,Martinique,similar
3550,Other,64,Chile,activity
3551,Female,50,Argentina,focus
3552,Female,25,Bermuda,animal
3553,Male,36,Netherlands Antilles,newspaper
3554,Female,53,Suriname,kitchen
3555,Male,22,Ireland,current
3556,Female,39,Croatia,reduce
3557,Female,46,South Africa,song
3558,Female,58,Kazakhstan,class
3559,Female,18,Argentina,summer
3560,Male,25,Thailand,network
3561,Male,36,Gambia,general
3562,Female,38,Belize,wish
3563,Other,57,Jamaica,capital
3564,Other,43,Sao Tome and Principe,whether
3565,Female,41,Mauritania,smile
3566,Female,60,Solomon Islands,probably
3567,Male,27,Niger,thought
3568,Female,57,Cuba,magazine
3569,Female,61,Isle of Man,office
3570,Female,28,Barbados,floor
3571,Female,54,Cambodia,anyone
3572,Female,55,Israel,long
3573,Female,31,Slovenia,appear
3574,Male,24,South Georgia and the South Sandwich Islands,physical
3575,Male,35,Peru,campaign
3576,Male,20,Gibraltar,policy
3577,Female,60,Cayman Islands,population
3578,Other,36,Dominica,family
3579,Other,19,Cayman Islands,better
3580,Other,56,Swaziland,represent
3581,Female,62,Cameroon,similar
3582,Male,29,Cook Islands,policy
3583,Female,55,Iran,road
3584,Female,31,Tanzania,fill
3585,Male,56,United States of America,believe
3586,Male,63,Madagascar,of
3587,Male,47,Germany,avoid
3588,Other,52,British Indian Ocean Territory (Chagos Archipelago),management
3589,Other,30,Central African Republic,statement
3590,Female,37,Bangladesh,brother
3591,Male,26,New Caledonia,whole
3592,Female,34,Cambodia,president
3593,Other,52,Honduras,civil
3594,Other,42,Brunei Darussalam,so
3595,Female,42,Bangladesh,great
3596,Male,20,Saint Martin,particular
3597,Female,24,Denmark,forget
3598,Male,34,Syrian Arab Republic,point
3599,Female,24,Netherlands,simply
3600,Other,39,Kuwait,our
3601,Other,53,Somalia,four
3602,Male,27,Zimbabwe,itself
3603,Other,57,Azerbaijan,step
3604,Female,47,United Arab Emirates,use
3605,Female,51,Korea,thought
3606,Male,57,Burkina Faso,specific
3607,Female,36,Mexico,management
3608,Other,28,Sudan,article
3609,Other,56,Guyana,positive
3610,Female,61,Bolivia,certainly
3611,Female,19,Saint Lucia,wear
3612,Other,56,Bermuda,wrong
3613,Other,32,Netherlands Antilles,prepare
3614,Female,44,Armenia,head
3615,Female,60,Equatorial Guinea,bad
3616,Other,63,Barbados,room
3617,Other,64,China,director
3618,Female,50,Switzerland,image
3619,Male,32,Myanmar,particularly
3620,Male,58,Macao,carry
3621,Other,24,Equatorial Guinea,total
3622,Male,24,Korea,government
3623,Other,26,Panama,lay
3624,Other,53,Benin,give
3625,Female,42,Cocos (Keeling) Islands,activity
3626,Male,37,Namibia,natural
3627,Other,25,British Virgin Islands,purpose
3628,Other,28,Lesotho,trade
3629,Other,42,Aruba,nice
3630,Male,32,Swaziland,various
3631,Male,40,Jordan,loss
3632,Male,52,Egypt,family
3633,Female,54,Pakistan,likely
3634,Male,21,Jordan,race
3635,Male,30,Libyan Arab Jamahiriya,deal
3636,Female,60,Montenegro,student
3637,Female,18,Pakistan,sure
3638,Other,51,Georgia,view
3639,Other,45,Saudi Arabia,agency
3640,Other,42,Malta,major
3641,Male,53,Luxembourg,open
3642,Other,30,Guinea-Bissau,resource
3643,Male,53,Holy See (Vatican City State),man
3644,Female,41,Pakistan,charge
3645,Male,50,Nepal,baby
3646,Female,24,Micronesia,your
3647,Female,62,Macao,thousand
3648,Female,38,Anguilla,east
3649,Female,50,Swaziland,each
3650,Other,21,Bhutan,station
3651,Male,65,Costa Rica,weight
3652,Other,18,Slovenia,provide
3653,Male,18,Comoros,picture
3654,Other,22,Cayman Islands,right
3655,Male,61,Holy See (Vatican City State),evidence
3656,Female,51,Bangladesh,type
3657,Male,39,Vietnam,collection
3658,Female,24,Taiwan,cover
3659,Female,42,Peru,finally
3660,Female,62,Guinea,Congress
3661,Male,24,Belize,story
3662,Female,51,Burkina Faso,expect
3663,Other,59,China,reflect
3664,Female,41,Macao,thank
3665,Male,62,Congo,on
3666,Other,41,Marshall Islands,arm
3667,Male,33,Venezuela,teach
3668,Male,29,Costa Rica,why
3669,Female,57,Italy,yes
3670,Female,27,Bhutan,push
3671,Male,37,Switzerland,able
3672,Female,38,Angola,kid
3673,Female,55,Uzbekistan,perhaps
3674,Male,43,Sao Tome and Principe,agent
3675,Male,23,Tokelau,usually
3676,Female,33,Mayotte,anything
3677,Female,53,Cuba,truth
3678,Male,28,India,represent
3679,Male,30,Bahrain,end
3680,Other,26,Pakistan,medical
3681,Other,23,India,beyond
3682,Male,57,Denmark,administration
3683,Male,39,Montenegro,half
3684,Male,55,Liberia,watch
3685,Female,30,Gibraltar,couple
3686,Male,51,Taiwan,thus
3687,Female,20,Gibraltar,notice
3688,Female,50,Singapore,teacher
3689,Other,64,Lithuania,open
3690,Male,41,Vanuatu,race
3691,Male,58,Indonesia,establish
3692,Male,23,United States Minor Outlying Islands,site
3693,Male,24,Hungary,lose
3694,Other,44,Thailand,movie
3695,Male,64,Lesotho,drug
3696,Female,31,Costa Rica,break
3697,Male,28,Zimbabwe,allow
3698,Female,51,Saint Kitts and Nevis,executive
3699,Male,52,Lebanon,beyond
3700,Other,21,Libyan Arab Jamahiriya,beat
3701,Female,30,Wallis and Futuna,travel
3702,Female,48,Botswana,dinner
3703,Female,60,Sierra Leone,system
3704,Other,57,Aruba,small
3705,Female,26,Mali,future
3706,Female,44,Lithuania,age
3707,Other,36,Anguilla,letter
3708,Male,34,India,stop
3709,Female,35,Syrian Arab Republic,explain
3710,Other,58,Suriname,wonder
3711,Other,54,Trinidad and Tobago,rock
3712,Other,22,Palestinian Territory,world
3713,Other,20,Montserrat,woman
3714,Other,35,Burundi,great
3715,Other,61,Yemen,leader
3716,Male,38,Wallis and Futuna,answer
3717,Other,50,Jersey,national
3718,Other,24,Guernsey,today
3719,Female,50,New Zealand,try
3720,Male,21,Micronesia,culture
3721,Male,35,British Virgin Islands,address
3722,Female,49,Lebanon,grow
3723,Other,40,Guernsey,wife
3724,Male,63,Spain,into
3725,Other,63,Taiwan,him
3726,Female,30,Dominican Republic,hear
3727,Other,45,India,suffer
3728,Female,23,Heard Island and McDonald Islands,yet
3729,Male,35,French Polynesia,style
3730,Other,65,Morocco,old
3731,Male,24,Micronesia,give
3732,Male,18,Honduras,direction
3733,Female,65,Myanmar,know
3734,Female,20,Liberia,while
3735,Male,25,Holy See (Vatican City State),civil
3736,Other,25,Saint Kitts and Nevis,garden
3737,Male,31,Burundi,modern
3738,Female,44,Costa Rica,home
3739,Male,24,Seychelles,about
3740,Female,51,Tajikistan,local
3741,Female,60,Sierra Leone,strong
3742,Male,24,Swaziland,they
3743,Other,50,Honduras,technology
3744,Male,33,Peru,yet
3745,Male,52,Cook Islands,smile
3746,Other,47,Bangladesh,of
3747,Female,59,Aruba,education
3748,Other,38,British Virgin Islands,participant
3749,Other,18,Yemen,sell
3750,Other,37,Panama,friend
3751,Other,41,Sri Lanka,despite
3752,Male,29,Grenada,may
3753,Female,35,Martinique,religious
3754,Male,28,Uruguay,commercial
3755,Male,45,Syrian Arab Republic,space
3756,Female,34,Denmark,yourself
3757,Female,24,Suriname,movement
3758,Female,43,Paraguay,will
3759,Female,51,Turkey,director
3760,Male,24,Finland,hold
3761,Female,35,Chad,store
3762,Female,53,Hong Kong,increase
3763,Female,22,Spain,believe
3764,Female,54,Saint Martin,single
3765,Male,28,Greenland,wind
3766,Female,32,Korea,but
3767,Other,21,Ecuador,late
3768,Male,18,Costa Rica,great
3769,Female,26,Romania,range
3770,Female,20,Saint Vincent and the Grenadines,possible
3771,Other,45,Iceland,his
3772,Female,43,Chad,country
3773,Other,23,Bahamas,notice
3774,Other,40,Yemen,good
3775,Other,34,Dominican Republic,fly
3776,Female,63,Kazakhstan,example
3777,Other,58,Sudan,allow
3778,Other,53,Cyprus,official
3779,Female,47,Russian Federation,once
3780,Female,57,Comoros,consider
3781,Other,42,United States of America,agent
3782,Female,22,Monaco,page
3783,Female,39,Madagascar,dark
3784,Male,26,Kazakhstan,buy
3785,Other,40,Timor-Leste,serious
3786,Other,22,Brazil,six
3787,Male,35,Poland,identify
3788,Other,44,Fiji,whatever
3789,Other,30,Iraq,government
3790,Other,18,Bhutan,fine
3791,Male,19,Venezuela,standard
3792,Female,27,Estonia,front
3793,Other,64,Norway,attention
3794,Male,48,Egypt,this
3795,Male,29,Congo,activity
3796,Female,51,Georgia,great
3797,Male,27,Saint Barthelemy,phone
3798,Male,26,El Salvador,agreement
3799,Female,20,Tajikistan,until
3800,Other,47,United States Minor Outlying Islands,set
3801,Female,21,Cambodia,a
3802,Female,43,France,participant
3803,Male,40,Angola,million
3804,Female,53,Falkland Islands (Malvinas),money
3805,Female,43,Botswana,billion
3806,Female,51,New Zealand,hear
3807,Male,36,Monaco,executive
3808,Female,52,Bosnia and Herzegovina,more
3809,Other,48,South Georgia and the South Sandwich Islands,term
3810,Other,29,Cyprus,drive
3811,Other,57,Monaco,peace
3812,Female,39,Saint Helena,goal
3813,Female,38,Cameroon,attention
3814,Male,26,Uganda,forward
3815,Male,49,Cote d'Ivoire,smile
3816,Other,59,Morocco,determine
3817,Other,30,Mali,like
3818,Female,24,Cyprus,red
3819,Other,30,Kazakhstan,unit
3820,Female,25,Armenia,cut
3821,Other,35,Wallis and Futuna,force
3822,Other,31,Peru,consider
3823,Female,19,Dominican Republic,threat
3824,Other,27,India,crime
3825,Female,63,Bhutan,less
3826,Female,61,Reunion,card
3827,Male,62,Ireland,ball
3828,Other,35,French Guiana,lead
3829,Other,32,Eritrea,choose
3830,Female,23,Malta,turn
3831,Male,48,Fiji,anyone
3832,Other,44,Cameroon,low
3833,Other,53,Guinea,cup
3834,Other,42,Lesotho,listen
3835,Female,47,Cyprus,leave
3836,Other,48,Marshall Islands,outside
3837,Female,25,Mauritania,author
3838,Male,60,Dominican Republic,hospital
3839,Male,37,Cambodia,grow
3840,Other,27,Poland,administration
3841,Male,47,Spain,relate
3842,Female,19,Papua New Guinea,base
3843,Other,32,Rwanda,network
3844,Other,38,Montserrat,ahead
3845,Male,25,Philippines,moment
3846,Female,34,Iran,daughter
3847,Female,44,Nigeria,himself
3848,Other,38,Guadeloupe,build
3849,Other,56,Uzbekistan,them
3850,Other,57,Mexico,attack
3851,Other,64,Kenya,recognize
3852,Female,52,Andorra,everybody
3853,Female,56,Congo,huge
3854,Other,53,Finland,government
3855,Male,51,Rwanda,policy
3856,Male,28,Paraguay,thought
3857,Female,60,Gambia,without
3858,Other,65,Central African Republic,me
3859,Male,64,Georgia,total
3860,Male,40,Peru,memory
3861,Other,44,Bangladesh,firm
3862,Other,65,Serbia,not
3863,Other,20,Madagascar,teacher
3864,Other,34,Solomon Islands,car
3865,Other,43,Turkmenistan,where
3866,Female,18,Zambia,trouble
3867,Other,60,Philippines,old
3868,Male,53,Dominica,live
3869,Female,34,Somalia,group
3870,Female,62,Lebanon,alone
3871,Female,21,North Macedonia,culture
3872,Other,50,Seychelles,according
3873,Female,39,Nauru,order
3874,Female,58,Fiji,traditional
3875,Male,46,Sierra Leone,executive
3876,Male,51,Pitcairn Islands,memory
3877,Other,57,Trinidad and Tobago,other
3878,Other,44,Singapore,civil
3879,Female,19,Serbia,employee
3880,Female,58,Dominican Republic,case
3881,Female,36,Nigeria,its
3882,Male,32,Timor-Leste,send
3883,Other,60,United States Minor Outlying Islands,teach
3884,Male,56,Yemen,article
3885,Female,52,Sao Tome and Principe,save
3886,Female,29,Morocco,boy
3887,Female,47,Qatar,story
3888,Other,63,Ukraine,prevent
3889,Other,33,Cote d'Ivoire,front
3890,Male,51,Sao Tome and Principe,room
3891,Other,60,Falkland Islands (Malvinas),network
3892,Male,55,Sierra Leone,we
3893,Male,48,Paraguay,account
3894,Female,45,Kiribati,consumer
3895,Female,62,Morocco,fast
3896,Female,23,Madagascar,prepare
3897,Other,31,Cyprus,avoid
3898,Female,42,Malaysia,while
3899,Female,60,Niue,provide
3900,Other,31,Antigua and Barbuda,write
3901,Male,54,Jordan,either
3902,Male,61,Panama,though
3903,Male,27,Turkey,rock
3904,Male,50,Spain,thing
3905,Female,42,Maldives,Mr
3906,Female,29,Guam,debate
3907,Male,40,Saint Vincent and the Grenadines,suddenly
3908,Other,56,Kiribati,head
3909,Female,35,Jamaica,its
3910,Female,19,Jordan,a
3911,Other,23,Luxembourg,expect
3912,Female,37,Marshall Islands,among
3913,Male,20,Cape Verde,parent
3914,Male,29,Turkmenistan,company
3915,Male,28,Bulgaria,speak
3916,Male,41,Guyana,someone
3917,Female,59,Turkmenistan,police
3918,Female,52,Philippines,thing
3919,Male,39,Jordan,there
3920,Male,61,Wallis and Futuna,window
3921,Male,51,Congo,subject
3922,Male,24,Haiti,space
3923,Female,43,French Polynesia,off
3924,Other,47,Montserrat,woman
3925,Male,36,Hungary,win
3926,Male,52,Greenland,growth
3927,Male,64,Guinea-Bissau,above
3928,Male,58,Congo,civil
3929,Female,53,Brunei Darussalam,music
3930,Male,40,Montenegro,produce
3931,Male,42,Liberia,history
3932,Female,37,Paraguay,above
3933,Female,47,Christmas Island,also
3934,Other,65,Dominica,environment
3935,Other,62,Myanmar,pick
3936,Female,40,Latvia,design
3937,Male,63,Georgia,behind
3938,Other,49,Micronesia,deep
3939,Female,58,Barbados,field
3940,Female,29,Papua New Guinea,with
3941,Male,43,Macao,fire
3942,Female,59,Micronesia,can
3943,Female,23,Mauritania,perhaps
3944,Male,21,Malta,water
3945,Other,25,Albania,apply
3946,Other,48,Guadeloupe,year
3947,Male,56,Latvia,always
3948,Other,36,Moldova,even
3949,Female,47,Malawi,fear
3950,Male,48,Belize,value
3951,Other,54,Samoa,decision
3952,Female,26,Egypt,security
3953,Female,44,Comoros,leave
3954,Female,19,Hong Kong,quality
3955,Male,19,Tokelau,however
3956,Male,53,Sri Lanka,modern
3957,Other,21,Cuba,manage
3958,Other,48,Bouvet Island (Bouvetoya),discover
3959,Female,28,Svalbard & Jan Mayen Islands,century
3960,Female,54,Kenya,lose
3961,Female,31,Saint Vincent and the Grenadines,writer
3962,Female,39,Philippines,you
3963,Male,52,Hungary,far
3964,Male,39,Montenegro,one
3965,Female,62,Guinea,meet
3966,Male,58,Cocos (Keeling) Islands,improve
3967,Female,62,Jordan,religious
3968,Other,24,Tajikistan,lay
3969,Male,64,Australia,inside
3970,Male,55,Andorra,have
3971,Male,52,South Africa,another
3972,Male,44,Somalia,house
3973,Female,32,Tokelau,teach
3974,Female,40,Guernsey,mean
3975,Female,28,Guadeloupe,end
3976,Other,43,Solomon Islands,black
3977,Male,42,Timor-Leste,consider
3978,Female,50,Guadeloupe,stuff
3979,Other,23,Macao,room
3980,Female,32,Reunion,explain
3981,Other,52,Ireland,these
3982,Female,48,Yemen,sell
3983,Other,22,Antigua and Barbuda,play
3984,Female,33,Congo,forget
3985,Female,36,Botswana,image
3986,Other,41,San Marino,member
3987,Male,64,Moldova,get
3988,Male,40,Slovenia,owner
3989,Other,45,Finland,one
3990,Other,26,United States of America,record
3991,Other,26,India,contain
3992,Male,61,British Indian Ocean Territory (Chagos Archipelago),green
3993,Male,19,Guatemala,significant
3994,Female,52,Syrian Arab Republic,institution
3995,Other,28,Togo,begin
3996,Female,24,Sao Tome and Principe,hand
3997,Other,58,Guyana,month
3998,Other,62,Tajikistan,government
3999,Other,38,Macao,rock
4000,Male,32,Brazil,recent
4001,Other,23,Comoros,course
4002,Female,50,Vietnam,memory
4003,Other,58,Mozambique,other
4004,Female,42,Palestinian Territory,quickly
4005,Other,61,Sudan,truth
4006,Male,32,Sweden,direction
4007,Female,61,Marshall Islands,probably
4008,Female,31,Costa Rica,magazine
4009,Other,54,Monaco,understand
4010,Other,56,Saudi Arabia,open
4011,Male,46,Kiribati,second
4012,Male,63,Bermuda,audience
4013,Male,23,Cuba,question
4014,Female,29,Palau,behind
4015,Female,32,Swaziland,close
4016,Male,23,Marshall Islands,then
4017,Female,56,Falkland Islands (Malvinas),improve
4018,Female,19,Nigeria,statement
4019,Male,52,Saint Martin,front
4020,Female,45,Romania,try
4021,Female,44,Lithuania,century
4022,Male,31,Lithuania,air
4023,Female,53,Thailand,treat
4024,Other,42,United Kingdom,significant
4025,Male,43,Kyrgyz Republic,rather
4026,Other,42,Pitcairn Islands,local
4027,Male,39,Australia,give
4028,Male,28,Mozambique,brother
4029,Other,51,South Georgia and the South Sandwich Islands,approach
4030,Other,48,Tunisia,she
4031,Other,50,Nepal,system
4032,Male,18,Niger,left
4033,Other,23,Jersey,address
4034,Other,63,Western Sahara,hair
4035,Female,60,Israel,kind
4036,Female,47,Jamaica,structure
4037,Female,51,Djibouti,agency
4038,Male,35,Pitcairn Islands,will
4039,Other,44,Cook Islands,skill
4040,Female,30,Germany,rate
4041,Male,28,Mongolia,meet
4042,Other,61,Mayotte,expect
4043,Male,60,Paraguay,agreement
4044,Male,19,Denmark,public
4045,Other,23,India,far
4046,Other,52,Martinique,pattern
4047,Other,19,Serbia,can
4048,Other,36,Switzerland,south
4049,Other,60,Italy,far
4050,Male,21,Nepal,reduce
4051,Male,43,Ukraine,bad
4052,Other,55,Sri Lanka,task
4053,Female,35,Costa Rica,good
4054,Female,21,Brunei Darussalam,fall
